competition_id
""
181F
19LB
211F
2DVB
3PTP
510
511
A1
A2
A2SW
A2VI
A4N
A4S
A4ST
ACFF
AJ1
AJ17
AJ2
AJ3
ALB1
ALB2
ALG1
AND1
AR1N
AR3C
AR3F
ARG1
ARG2
ARGC
ARM1
ARM2
ARY3
ATRM
ATRO
ATRW
AUS1
AZ1
B1AP
BCP1
BCP2
BE1
BE2
BE3A
BEL3
BGD1
BH1L
BH2S
BI17
BI19
BJ1
BJ2
BJ3
BO1A
BO1C
BOS1
BOS2
BRA1
BRA2
BRA3
BRBL
BRCG
BRCM
BRNE
BRRS
BRga
BSL1
BU1
BU2
BZ1C
C1
C2
C3AR
C3BF
C3BR
C3CM
C3GE
C3HF
C3IF
C3NA
C3NO
C3OC
C3PL
C3VL
CA1F
CB20
CDN1
CH17
CH18
CH2C
CHC1
CHC2
CHIÜ
CHL1
CHLA
CHPR
CIR3
CIR4
CIR5
CL2B
CLO
CLPD
CLPI
CN2A
CN2B
CN2C
CN2D
CNAT
CO22
CO2T
COL1
COLP
CPSB
CPSC
CPSD
CSL
CYP2
CZ21
CZ3C
CZ3M
DK1
DK2
DK3O
DK3V
DK4L
DKDA
DKDL
E21P
E3G1
E3G2
E4G1
E4G2
E4G3
E4G4
E4G5
EC1N
EC2L
ECSE
EFD2
EGY1
EL1A
ENSD
ES1
ES17
ES2
ES3A
ES3B
ES3C
ES3D
ES3E
EST1
EST2
EST3
F19A
F19B
F4KP
F4LA
FARO
FI1
FI2
FI3B
FJE
FR1
FR2
FR3
GB1
GB18
GB2
GB21
GB3
GB4
GBRN
GE1N
GE2H
GEO1
GEO2
GHPL
GI1
GI2
GR1
GR2
GR20
GRS2
GU1A
GU1C
GZO1
HBZA
HGKG
HK2L
HK3L
HOC1
IJ1
IJ2A
IJ2B
ILI2
IN1L
IN20
IN3L
IND1
IND2
INIL
INR1
IR1
IR2
IRN1
IRN2
IRN3
IRQ1
IS1
IS2
ISL3
ISR1
ISR2
IT1
IT2
IT3A
IT3B
IT3C
IT4A
IT4B
IT4D
IT4E
IT4F
IT4G
IT4H
ITJ1
ITJ2
ITJ3
ITJ4
ITJ7
ITJ8
ITJ9
J18E
J18W
J1YV
J2J3
J6TS
JAP1
JAP2
JAP3
JFL
JGD
JGD2
JGD3
JO1L
JPKA
JPL1
JUNO
JUSÖ
K3L
K4L
KAS1
KAS2
KG1L
KHM1
KO1
KR1
KR2
KTOS
L1
L2
L3
LAO1
LBSO
LET1
LET2
LI1
LIB1
LLHM
LLM1
LLM2
LLSA
LPL
LTU2
LUX1
M20C
M21C
M23C
MAL1
MAL2
MAL3
MAR1
MAZ1
MEX2
MEXA
MLD1
MLS1
MNE1
MNE2
MNP3
MO1N
MOL1
MOP2
MT1N
MT1P
MT3P
MYA1
MYS1
NC1A
NCL1
NIFS
NIR1
NIS3
NISR
NL1
NL2
NLAE
NLAJ
NLBB
NLBE
NLBV
NLEV
NLN6
NLS6
NLVB
NNL1
NO1
NO2
NO31
NO32
NO41
NO42
NO43
NO44
NPFL
NPL1
NSL1
NTD
NZL1
OBLB
OBLC
OBLE
OBLF
OBLG
OBLJ
OBLL
OBLN
OFPL
OL5
OL7
OLB1
OLB2
OLMR
OLRP
OLW3
OM1L
P232
PDV1
PEDP
PER2
PFL1
PHI1
PL1
PL2
PL2L
PL32
PL33
PL34
PO1
PO2
PR1C
PT23
PT3A
QSL
QU2L
R3D2
RJL2
RKNL
RLB3
RLN3
RLN4
RLSW
RLW3
RN
RO1
RO2
RO2B
RPLS
RPLW
RSK1
RSK2
RU1
RU16
RU2
RUJL
S21N
S21S
SA1
SA2L
SB17
SB19
SC1
SC2
SC3
SC4
SC4M
SC5L
SE1
SE2
SE3N
SE3S
SEN1
SER1
SER2
SFA1
SIN1
SK2
SL1
SL19
SL2
SLO1
T191
T211
TAD1
TDeC
TFL2
TFPL
THA1
THA2
TLE1
TOHL
TOSL
TR1
TR2
TR3A
TR3B
TR4A
TR4C
TS1
TS2
TUN1
UA3L
UAE1
UD2L
UGL1
UKR1
UKR2
UN2
UNG1
URU2
URUC
URUE
USA2
USC3
USFD
USL
UZ1
UZ2L
VFVB
VIE1
VLBE
VLHM
VLHS
VZ1A
VZ1C
VZ1L
WAL1
WER1
WER2
ZYP1
