club_id,status,name,relative_url,is_special
10496,ok,UD Vecindario (- 2015),/ud-vecindario-2015/startseite/verein/10496,False
1050,ok,Villarreal CF,/villarreal-cf/startseite/verein/1050,False
10503,ok,Deportes Tolima,/deportes-tolima/startseite/verein/10503,False
10507,ok,Varbergs BoIS,/varbergs-bois/startseite/verein/10507,False
10508,ok,Lija Athletic FC,/lija-athletic-fc/startseite/verein/10508,False
1051,ok,Coalville Town,/coalville-town/startseite/verein/1051,False
10512,ok,KVC Winkel Sport (-2024),/kvc-winkel-sport-2024/startseite/verein/10512,False
105296,ok,ECC Warriors (El Camino College),/ecc-warriors-el-camino-college/startseite/verein/105296,False
1053,ok,Aalborg BK,/aalborg-bk/startseite/verein/1053,False
10531,ok,Sioni Bolnisi,/sioni-bolnisi/startseite/verein/10531,False
10538,ok,B68 Toftir,/b68-toftir/startseite/verein/10538,False
10540,ok,Irtysh Pavlodar,/irtysh-pavlodar/startseite/verein/10540,False
10542,ok,FC Madalena,/fc-madalena/startseite/verein/10542,False
1056,ok,Örebro SK,/oerebro-sk/startseite/verein/1056,False
10560,ok,Grêmio Esportivo Brasil (RS),/gremio-esportivo-brasil-rs/startseite/verein/10560,False
10561,ok,VF Colligiana,/vf-colligiana/startseite/verein/10561,False
1058,ok,Odds BK,/odds-bk/startseite/verein/1058,False
105838,ok,Águilas Doradas U20,/aguilas-doradas-u20/startseite/verein/105838,False
10586,ok,Aris Limassol,/aris-limassol/startseite/verein/10586,False
105878,ok,Lion City Sailors U17,/lion-city-sailors-u17/startseite/verein/105878,False
105881,ok,Hougang United U17,/hougang-united-u17/startseite/verein/105881,False
1059,ok,Hammarby IF,/hammarby-if/startseite/verein/1059,False
106,ok,VfR Mannheim,/vfr-mannheim/startseite/verein/106,False
1060,ok,Colchester United,/colchester-united/startseite/verein/1060,False
106010,ok,A'Ali SC  (Bahrain),/a-ali-sc-bahrain/startseite/verein/106010,False
10603,ok,Floriana FC,/floriana-fc/startseite/verein/10603,False
10604,ok,Hibernians FC,/hibernians-fc/startseite/verein/10604,False
10605,ok,Marsaxlokk FC,/marsaxlokk-fc/startseite/verein/10605,False
106051,ok,Real de Banjul U19,/real-de-banjul-u19/startseite/verein/106051,False
